Car pool - car_pool Not In 2-98

Trip 2011
ROW : gta06_orig
COLUMN : gta06_dest
  gta06_orig  gta06_dest      total
        7246        7262         18
        7246        7264        112
        7246        7265         36
        7246        7266         52
        7246        7268         47
        7246        7270         21
        7247        7017         21
        7247        7025         31
        7247        7026         21
        7247        7028         15
        7247        7029         58
        7247        7035         27
        7247        7042         64
        7247        7049        105
        7247        7101         18
        7247        7105         32
        7247        7241         24
        7247        7242         10
        7247        7246        124
        7247        7248         87
        7247        7249         35
        7247        7253         15
        7247        7254         64
        7247        7255         21
        7247        7256         13
        7247        7257         10
        7247        7258         21
        7247        7264         12
        7247        7265         32
        7247        7266         19
        7248        7013         28
        7248        7016         15
        7248        7017         41
        7248        7019         31
        7248        7021         28
        7248        7029         13
        7248        7031         21
        7248        7033         21
        7248        7035         27
        7248        7036         15
        7248        7039         41
        7248        7040         21
        7248        7042        192
        7248        7049        126
        7248        7050         51
        7248        7051         36
        7248        7105         34
        7248        7106         43
        7248        7111         10
        7248        7113         15
        7248        7116         21
        7248        7117         59
        7248        7118         15
        7248        7244        137
        7248        7246        335
        7248        7247         69
        7248        7251         36
        7248        7252         33
        7248        7254         87
        7248        7255         13
        7248        7256          9
        7248        7257         96
        7248        7258         13
        7248        7259         31
        7248        7262         18
        7248        7263         22
        7248        7264         21
        7248        7265         21
        7248        7266        108
        7248        7268         31
        7248        7274         17
        7248        7464         15
        7249        7013         43
        7249        7019         21
        7249        7029         13
        7249        7035         13
        7249        7042        107
        7249        7055         27
        7249        7238         21
        7249        7246         80
        7249        7247         67
        7249        7252         12
        7249        7253         32
        7249        7254         18
        7249        7257         10
        7249        7260         22
        7249        7261         44
        7249        7262         67
        7249        7263         22
        7249        7264         65
        7249        7272         38
        7249        7276         34
        7249        7572         46
        7250        7266         22
        7250        7270         15
        7250        7520         19
        7251        7248         21
        7251        7253         12
        7251        7254         64
        7251        7256         18
        7251        7257         13
        7251        7262         38
        7251        7264         21
        7251        7265         79
        7251        7266         16
        7251        7268         12
        7251        7272         32
        7251        7281         22
        7251        7282         10
        7251        7287         57
        7251        7520         13
        7252        7031         21
        7252        7033         21
        7252        7042         21
        7252        7246         71
        7252        7247         15
        7252        7248         21
        7252        7254         12
        7252        7262         26
        7252        7264         19
        7252        7266         12
        7252        7270         32
        7252        7276         14
        7252        7285         43
        7253        7009         15
        7253        7019         24
        7253        7020         15
        7253        7031         41
        7253        7033         21
        7253        7035         13
        7253        7036         21
        7253        7039         91
        7253        7040         32
        7253        7042        141
        7253        7043         41
        7253        7050        119
        7253        7051         31
        7253        7053         48
        7253        7100         13
        7253        7101         18
        7253        7104         15
        7253        7106         31
        7253        7117         46
        7253        7122         15
        7253        7244         39
        7253        7246         52
        7253        7249         32
        7253        7251         40
        7253        7252         14
        7253        7254         60
        7253        7255         56
        7253        7257        109
        7253        7258         21
        7253        7260         15
        7253        7262         36
        7253        7263         15
        7253        7265         41
        7253        7270         15
        7253        7282         15
        7254        7021         12
        7254        7031         21
        7254        7032         15
        7254        7034         27
        7254        7036         12
        7254        7039         15
        7254        7041         13
        7254        7042        160
        7254        7043         21
        7254        7049         79
        7254        7050         88
        7254        7051         21
        7254        7101         32
        7254        7104         34
        7254        7105         59
        7254        7106         27
        7254        7109         39
        7254        7111         19
        7254        7113         21
        7254        7115         31
        7254        7117         59
        7254        7120         15
        7254        7135         32
        7254        7238         27
        7254        7244         19
        7254        7246        186
        7254        7247         69
        7254        7248         60
        7254        7249         18
        7254        7251         99
        7254        7252         10
        7254        7253         64
        7254        7254        112
        7254        7255         79
        7254        7256         81
        7254        7257        190
        7254        7258         27
        7254        7259         13
        7254        7260         41
        7254        7261         21
        7254        7262         47
        7254        7263        118
        7254        7264        165
        7254        7265         27
        7254        7266         28
        7254        7267         21
        7254        7268         82
        7254        7276         33
        7254        7278         15
        7254        7280         32
        7254        7282         66
        7254        7284         13
        7254        7285         17
        7254        7286         22
        7254        7287         33
        7254        7290         32
        7255        7005         10
        7255        7013         40
        7255        7021         54
        7255        7025         10
        7255        7026         22
        7255        7029         13
        7255        7035         13
        7255        7042        405
        7255        7043         45
        7255        7049         18
        7255        7050         17
        7255        7051         18
        7255        7054          9
        7255        7099         24
        7255        7105         10
        7255        7106         18
        7255        7112         13
        7255        7116         55
        7255        7118         18
        7255        7130         12
        7255        7138         18
        7255        7141         48
        7255        7145         10
        7255        7247         21
        7255        7248         28
        7255        7250         10
        7255        7251         13
        7255        7253         67
        7255        7254         38
        7255        7256         17
        7255        7257         52
        7255        7258         13
        7255        7260         40
        7255        7268         32
        7255        7272         32
        7255        7274         49
        7255        7278         27
        7255        7281         27
        7255        7284         18
        7255        7289         10
        7255        7290         13
        7256        7007         10
        7256        7008         34
        7256        7010         13
        7256        7013         77
        7256        7017         10
        7256        7019         47
        7256        7020         31
        7256        7021         13
        7256        7023         10
        7256        7031         34
        7256        7036         17
        7256        7039         13
        7256        7042        149
        7256        7049         21
        7256        7050         33
        7256        7051         27
        7256        7053         51
        7256        7055         27
        7256        7103         13
        7256        7106         13
        7256        7110         68
        7256        7112         50
        7256        7117         10
        7256        7118         26
        7256        7135         13
        7256        7138         10
        7256        7141         13
        7256        7246         15
        7256        7248         21
        7256        7254         54
        7256        7255         34
        7256        7257         45
        7256        7258         31
        7256        7259         26
        7256        7264         66
        7256        7265         13
        7256        7266         13
        7256        7268         24
        7256        7274         21
        7256        7287         10
        7257        7005         10
        7257        7007         19
        7257        7008         38
        7257        7009         39
        7257        7010         19
        7257        7012         12
        7257        7013         85
        7257        7017         13
        7257        7019         24
        7257        7020         36
        7257        7024         24
        7257        7025         43
        7257        7026         51
        7257        7028         22
        7257        7029         40
        7257        7030         28
        7257        7034         58
        7257        7035         19
        7257        7037         10
        7257        7039         18
        7257        7040         27
        7257        7042        332
        7257        7043         45
        7257        7048         13
        7257        7049         67
        7257        7050         86
        7257        7051          9
        7257        7053         23
        7257        7056         13
        7257        7057         13
        7257        7059         39
        7257        7097         16
        7257        7100         63
        7257        7101         37
        7257        7103         10
        7257        7105        116
        7257        7106         30
        7257        7107         18
        7257        7108         40
        7257        7110         57
        7257        7111         17
        7257        7112         56
        7257        7113         29
        7257        7115         24
        7257        7116         13
        7257        7117        104
        7257        7121         55
        7257        7122         18
        7257        7123         16
        7257        7124         22
        7257        7125         16
        7257        7130         41
        7257        7135         32
        7257        7137         33
        7257        7139         10
        7257        7141         69
        7257        7142         20
        7257        7145         27
        7257        7149         20
        7257        7244         40
        7257        7246         68
        7257        7248         76
        7257        7249         23
        7257        7252         15
        7257        7253        124
        7257        7254        125
        7257        7255         39
        7257        7256         51
        7257        7257         59
        7257        7259        105
        7257        7260         13
        7257        7261         14
        7257        7262        161
        7257        7263         66
        7257        7264        139
        7257        7265         71
        7257        7266         26
        7257        7274         21
        7257        7276         10
        7257        7278         33
        7257        7280         76
        7257        7281         17
        7257        7282         12
        7257        7283         17
        7257        7284         13
        7257        7286         42
        7257        7288         10
        7257        7289         71
        7257        7291          9
        7258        7005         21
        7258        7013         26
        7258        7021          9
        7258        7032         13
        7258        7034         13
        7258        7036         18
        7258        7042         68
        7258        7051         16
        7258        7101         17
        7258        7105         13
        7258        7106         18
        7258        7118         17
        7258        7247         21
        7258        7251         21
        7258        7253         21
        7258        7254         27
        7258        7255         13
        7258        7256         31
        7258        7265         15
        7258        7266         15
        7258        7276         32
        7258        7278         21
        7258        7294         10
        7259        7014         18
        7259        7019         13
        7259        7021         35
        7259        7036         27
        7259        7037         18
        7259        7041         27
        7259        7042         50
        7259        7049         18
        7259        7050         13
        7259        7054          9
        7259        7055         30
        7259        7056         13
        7259        7101         35
        7259        7102         10
        7259        7105         39
        7259        7106         10
        7259        7108         18
        7259        7111         19
        7259        7112         63
        7259        7115         18
        7259        7116         40
        7259        7117         13
        7259        7118         18
        7259        7125         13
        7259        7141         13
        7259        7154         20
        7259        7155         13
        7259        7159         34
        7259        7246         18
        7259        7248         31
        7259        7249         18
        7259        7254         18
        7259        7256         21
        7259        7257         88
        7259        7260         27
        7259        7263         43
        7259        7264         83
        7259        7266         45
        7259        7277         22
        7259        7281         22
        7259        7282         35
        7259        7284         21
        7259        7286         22
        7259        7288         40
        7259        7292         17
        7260        7021         17
        7260        7030         13
        7260        7031         20
        7260        7033         32
        7260        7035         10
        7260        7042        131
        7260        7045         26
        7260        7050         17
        7260        7051         13
        7260        7053         17
        7260        7055         36
        7260        7097         22
        7260        7106         34
        7260        7108         35
        7260        7109         13
        7260        7110         13
        7260        7112         64
        7260        7113         13
        7260        7117         63
        7260        7118         17
        7260        7126         13
        7260        7141         97
        7260        7142         17
        7260        7143         13
        7260        7149         13
        7260        7153         17
        7260        7154         16
        7260        7155         22
        7260        7157         10
        7260        7162         13
        7260        7208         20
        7260        7210         68
        7260        7248         15
        7260        7253         28
        7260        7254         23
        7260        7255         40
        7260        7257         52
        7260        7259         10
        7260        7261         38
        7260        7262         35
        7260        7263         15
        7260        7265         32
        7260        7268         13
        7260        7270         13
        7260        7272         22
        7260        7276         17
        7260        7278         35
        7260        7281         17
        7260        7282         48
        7260        7284         35
        7260        7285         22
        7260        7287         21
        7260        7289         32
        7260        7290         13
        7260        7293         15
        7260        7296         13
        7261        7021         11
        7261        7024         20
        7261        7026         19
        7261        7029         66
        7261        7035         66
        7261        7036         33
        7261        7039         17
        7261        7041         10
        7261        7042         36
        7261        7050         30
        7261        7051         13
        7261        7053         13
        7261        7059         26
        7261        7060         16
        7261        7098         13
        7261        7117         43
        7261        7118         43
        7261        7119         20
        7261        7121         19
        7261        7129         19
        7261        7249         44
        7261        7254         24
        7261        7260         38
        7261        7262         30
        7261        7264         12
        7261        7276         21
        7261        7277         21
        7261        7282         32
        7262        7009         18
        7262        7017         27
        7262        7020         46
        7262        7021         16
        7262        7042        269
        7262        7047         13
        7262        7049         27
        7262        7050         17
        7262        7101         39
        7262        7105         59
        7262        7106         70
        7262        7108         30
        7262        7110         17
        7262        7112         59
        7262        7113         13
        7262        7118         40
        7262        7119         37
        7262        7123         12
        7262        7130         13
        7262        7138         59
        7262        7141         18
        7262        7213         25
        7262        7244         33
        7262        7246         67
        7262        7248         18
        7262        7249         40
        7262        7251         27
        7262        7253         59
        7262        7254         21
        7262        7257        126
        7262        7259         18
        7262        7260         35
        7262        7261         46
        7262        7262         23
        7262        7263         17
        7262        7264         49
        7262        7265         31
        7262        7266         31
        7262        7268         26
        7262        7270         18
        7262        7276         18
        7262        7280         20
        7262        7281         22
        7262        7285         13
        7262        7286         22
        7262        7297         17
        7263        7039         22
        7263        7042         97
        7263        7043         54
        7263        7044         32
        7263        7049         45
        7263        7106         32
        7263        7110         13
        7263        7112         20
        7263        7119         21
        7263        7130         32
        7263        7141         63
        7263        7155         17
        7263        7209         16
        7263        7248         22
        7263        7249         22
        7263        7253         15
        7263        7254         64
        7263        7257         53
        7263        7259         21
        7263        7262         17
        7263        7266         54
        7263        7279         15
        7263        7282         13
        7263        7284         76
        7264        7031         21
        7264        7034         59
        7264        7039         21
        7264        7040         15
        7264        7042        328
        7264        7043         32
        7264        7046         21
        7264        7049         36
        7264        7050         59
        7264        7098         27
        7264        7101         13
        7264        7104         68
        7264        7105         33
        7264        7106         48
        7264        7110         50
        7264        7111         17
        7264        7112         33
        7264        7113         15
        7264        7117         51
        7264        7118         21
        7264        7121         15
        7264        7130         54
        7264        7132         34
        7264        7137         21
        7264        7138         13
        7264        7141         56
        7264        7210         53
        7264        7213         24
        7264        7214         38
        7264        7216         47
        7264        7244        116
        7264        7246        125
        7264        7247         33
        7264        7249         45
        7264        7253         19
        7264        7254        177
        7264        7255         32
        7264        7256        134
        7264        7257        124
        7264        7259        104
        7264        7261         12
        7264        7262         17
        7264        7265        146
        7264        7266         51
        7264        7268         52
        7264        7272         62
        7264        7274         76
        7264        7277         21
        7264        7280         36
        7264        7281        105
        7264        7282         80
        7264        7283         21
        7264        7284         32
        7264        7285         21
        7264        7286         94
        7264        7287        118
        7264        7289         21
        7264        7290         13
        7264        7291         17
        7264        7294         18
        7264        7297         21
        7265        7031         12
        7265        7033         31
        7265        7039         32
        7265        7042         78
        7265        7049         47
        7265        7050         69
        7265        7055         21
        7265        7104         10
        7265        7106         79
        7265        7109         13
        7265        7110         30
        7265        7111         39
        7265        7112         21
        7265        7113         47
        7265        7117         51
        7265        7118         17
        7265        7119         40
        7265        7130         32
        7265        7137         21
        7265        7138         36
        7265        7141         32
        7265        7244         58
        7265        7246         36
        7265        7247         62
        7265        7248         21
        7265        7251         48
        7265        7253         21
        7265        7256         26
        7265        7257         57
        7265        7258         15
        7265        7259         13
        7265        7260         21
        7265        7261         15
        7265        7262         12
        7265        7264         94
        7265        7267         15
        7265        7268         33
        7265        7272         21
        7265        7276         12
        7265        7278         21
        7265        7279         22
        7265        7282         19
        7265        7284         19
        7265        7285         15
        7265        7288         17
        7265        7289         15
        7265        7290         15
        7266        7049         13
        7266        7101         13
        7266        7110          9
        7266        7117         18
        7266        7137         19
        7266        7213         21
        7266        7214         14
        7266        7219         10
        7266        7244         21
        7266        7246         32
        7266        7247         39
        7266        7248        133
        7266        7249         35
        7266        7250         22
        7266        7253         12
        7266        7254         26
        7266        7257         44
        7266        7258         15
        7266        7259         45
        7266        7260         22
        7266        7262         37
        7266        7263         86
        7266        7264         32
        7266        7270         36
        7266        7274         21
        7266        7278         32
        7266        7279         22
        7266        7280         22
        7266        7281         54
        7266        7283         43
        7266        7284         26
        7266        7286         56
        7266        7288         21
        7267        7254         21
        7267        7265         15
        7267        7287         32
        7268        7138         13
        7268        7210         34
        7268        7213         15
        7268        7246         35
        7268        7253         15
        7268        7254        132
        7268        7256         37
        7268        7257         13
        7268        7260         13
        7268        7262         45
        7268        7264         32
        7268        7265         33
        7268        7274         22
        7268        7280         22
        7268        7281         13
        7268        7282         54
        7268        7283         70
        7268        7284         40
        7268        7285         54
        7268        7286         22
        7270        7042         32
        7270        7118         13
        7270        7211         19
        7270        7214         19
        7270        7246         21
        7270        7250         15
        7270        7257         15
        7270        7260         26
        7270        7262         18
        7270        7266         32
        7270        7281         57
        7270        7282         40
        7270        7285         35
        7270        7286         21
        7270        7290         20
        7271        7213         10
        7271        7214         14
        7271        7282         15
        7271        7283         17
        7272        7042         54
        7272        7047         22
        7272        7049         52
        7272        7053         17
        7272        7111         14
        7272        7112         49
        7272        7117         40
        7272        7130         22
        7272        7137         17
        7272        7141        134
        7272        7144         32
        7272        7152         21
        7272        7165         17
        7272        7213         35
        7272        7214         66
        7272        7216         17
        7272        7249         38
        7272        7251         32
        7272        7254         17
        7272        7255         22
        7272        7257         18
        7272        7260         22
        7272        7264         42
        7272        7265         21
        7272        7276         17
        7272        7278         22
        7272        7280         22
        7272        7281         17
        7272        7282        122
        7272        7284        156
        7272        7286         32
        7272        7287         60
        7272        7289         17
        7272        7290         32
        7272        7291         31
        7272        7296         32
        7273        7517         70
        7273        7520         21
        7274        7031         64
        7274        7042         99
        7274        7048         22
        7274        7051         13
        7274        7055         13
        7274        7097         22
        7274        7100         10
        7274        7112        130
        7274        7117         22
        7274        7119         21
        7274        7120         32
        7274        7124         22
        7274        7125         22
        7274        7127         13
        7274        7128         19
        7274        7130         13
        7274        7131         22
        7274        7137         48
        7274        7138         17
        7274        7141         54
        7274        7155         53
        7274        7165         22
        7274        7208         22
        7274        7209         17
        7274        7210        111
        7274        7212         32
        7274        7213         35
        7274        7214         21
        7274        7216         24
        7274        7248         38
        7274        7255         49
        7274        7257         21
        7274        7264        118
        7274        7266         22
        7274        7270         13
        7274        7276         27
        7274        7277         22
        7274        7282         53
        7274        7284        142
        7274        7286         63
        7274        7288         55
        7274        7289         13
        7274        7291         44
        7274        7293         49
        7275        7517         14
        7276        7038         13
        7276        7039         10
        7276        7042         20
        7276        7054         22
        7276        7101         12
        7276        7105         14
        7276        7106         17
        7276        7112         71
        7276        7117         33
        7276        7124         13
        7276        7125         20
        7276        7128         16
        7276        7141         12
        7276        7149         29
        7276        7152         19
        7276        7155         17
        7276        7157         18
        7276        7163         17
        7276        7167         32
        7276        7192         31
        7276        7207         11
        7276        7208         10
        7276        7211         19
        7276        7214         38
        7276        7216         24
        7276        7253         12
        7276        7254         33
        7276        7257         10
        7276        7258         32
        7276        7260         13
        7276        7261         21
        7276        7262         18
        7276        7278         13
        7276        7281         45
        7276        7282         13
        7276        7284        114
        7276        7286         80
        7276        7289         17
        7276        7291         13
        7276        7293         31
        7276        7294         17
        7276        7297         22
        7277        7021         17
        7277        7101         22
        7277        7105         25
        7277        7106         45
        7277        7110         17
        7277        7112         31
        7277        7113         22
        7277        7115         21
        7277        7118         17
        7277        7122         17
        7277        7141         80
        7277        7145         22
        7277        7153         16
        7277        7163         16
        7277        7165         17
        7277        7167         17
        7277        7193         13
        7277        7208         64
        7277        7209         13
        7277        7259         22
        7277        7261         21
        7277        7264         43
        7277        7274         22
        7277        7279         28
        7277        7284         34
        7277        7289         10
        7277        7296         13
        7278        7039         21
        7278        7049         31
        7278        7050         16
        7278        7084         32
        7278        7096         13
        7278        7105         39
        7278        7106         31
        7278        7108         55
        7278        7109         31
        7278        7112         38
        7278        7113         16
        7278        7119         22
        7278        7128         17
        7278        7130         17
        7278        7131         49
        7278        7133          9
        7278        7136         16
        7278        7139         16
        7278        7141         22
        7278        7142         21
        7278        7146         12
        7278        7152         28
        7278        7153         29
        7278        7154         20
        7278        7158         17
        7278        7160         16
        7278        7165         17
        7278        7166         21
        7278        7167         17
        7278        7207         34
        7278        7208         73
        7278        7209         28
        7278        7212         19
        7278        7213         28
        7278        7214         72
        7278        7215         24
        7278        7254         15
        7278        7255         55
        7278        7257         10
        7278        7258         21
        7278        7260         31
        7278        7264         32
        7278        7265         21
        7278        7266         17
        7278        7274         51
        7278        7276         17
        7278        7282        135
        7278        7283         17
        7278        7284         66
        7278        7285         22
        7278        7286         32
        7278        7287         49
        7278        7288         13
        7278        7289         30
        7278        7290        128
        7278        7293         78
        7278        7294         22
        7278        7297         17
        7279        7213         31
        7279        7253         15
        7279        7265         22
        7279        7266         22
        7279        7277         13
        7279        7283         17
        7279        7285         22
        7279        7289         15
        7280        7049         32
        7280        7118         16
        7280        7137         21
        7280        7139         22
        7280        7143         17
        7280        7145         22
        7280        7152         21
        7280        7153         55
        7280        7154         22
        7280        7160         38
        7280        7165         32
        7280        7167         17
        7280        7209         95
        7280        7248         11
        7280        7254         32
        7280        7257         76
        7280        7262         20
        7280        7264         21
        7280        7274         13
        7280        7278         17
        7280        7282         73
        7280        7284         22
        7280        7287         22
        7280        7290         32
        7280        7294         50
        7280        7297         13
        7281        7112         45
        7281        7118         17
        7281        7119         35
        7281        7209         40
        7281        7210         40
        7281        7213         45
        7281        7214         52
        7281        7222         17
        7281        7255         27
        7281        7257         17
        7281        7259         22
        7281        7260         17
        7281        7262         22
        7281        7264         84
        7281        7266        117
        7281        7270         22
        7281        7276         67
        7281        7278         32
        7281        7281         42
        7281        7282        122
        7281        7283         21
        7281        7284        178
        7281        7285         22
        7281        7287         32
        7281        7288         21
        7281        7289         45
        7281        7291         13
        7282        7042         17
        7282        7104         10
        7282        7105         64
        7282        7111         32
        7282        7112        124
        7282        7117         14
        7282        7118         13
        7282        7119         17
        7282        7121         10
        7282        7130         14
        7282        7133         12
        7282        7136         16
        7282        7137         16
        7282        7138         31
        7282        7141        106
        7282        7142         22
        7282        7143         21
        7282        7152         52
        7282        7153         20
        7282        7154         12
        7282        7155         16
        7282        7165         31
        7282        7196         16
        7282        7207         17
        7282        7208         93
        7282        7209         34
        7282        7210         46
        7282        7211         24
        7282        7212         66
        7282        7213        164
        7282        7214        190
        7282        7215         19
        7282        7216         47
        7282        7219         10
        7282        7222         61
        7282        7254         76
        7282        7257         26
        7282        7259         35
        7282        7260         31
        7282        7261         32
        7282        7262         51
        7282        7264        133
        7282        7265         34
        7282        7268         17
        7282        7270         17
        7282        7271         15
        7282        7272        104
        7282        7274         96
        7282        7277         16
        7282        7278        109
        7282        7279         17
        7282        7280         64
        7282        7281        170
        7282        7282        132
        7282        7283         98
        7282        7284        285
        7282        7285         13
        7282        7286         57
        7282        7287        241
        7282        7288        101
        7282        7289         81
        7282        7290         75
        7282        7291         85
        7282        7293         49
        7282        7294         13
        7282        7297         67
        7283        7105         32
        7283        7115         13
        7283        7117         17
        7283        7138         17
        7283        7208         13
        7283        7210         17
        7283        7213         61
        7283        7214         45
        7283        7254         32
        7283        7257         17
        7283        7264         42
        7283        7268         70
        7283        7271         17
        7283        7278         17
        7283        7279         17
        7283        7281         22
        7283        7282         97
        7283        7284        172
        7283        7286         22
        7283        7290         40
        7283        7297         22
        7284        7099         10
        7284        7112         17
        7284        7116         34
        7284        7117         18
        7284        7135         32
        7284        7136         32
        7284        7141        115
        7284        7142         19
        7284        7149         16
        7284        7152         28
        7284        7153         17
        7284        7154         35
        7284        7155         17
        7284        7156         13
        7284        7160         54
        7284        7163         22
        7284        7165         22
        7284        7193         35
        7284        7207         13
        7284        7208         67
        7284        7209         76
        7284        7210         34
        7284        7212         37
        7284        7213         69
        7284        7214         79
        7284        7216         43
        7284        7222         40
        7284        7254         35
        7284        7258         18
        7284        7260         35
        7284        7263         54
        7284        7264         87
        7284        7266         13
        7284        7268         22
        7284        7272        174
        7284        7274         97
        7284        7276         40
        7284        7277         34
        7284        7278         79
        7284        7280         22
        7284        7281        174
        7284        7282        282
        7284        7283        176
        7284        7285         63
        7284        7286        109
        7284        7287         97
        7284        7288        152
        7284        7289         48
        7284        7290         35
        7284        7291         17
        7284        7293         17
        7284        7297         75
        7285        7042         76
        7285        7049        107
        7285        7118         13
        7285        7139         17
        7285        7141        145
        7285        7143         16
        7285        7155         22
        7285        7193         32
        7285        7212         22
        7285        7213         48
        7285        7222         17
        7285        7252         43
        7285        7257         17
        7285        7262         32
        7285        7264         17
        7285        7265         15
        7285        7266         22
        7285        7268         54
        7285        7270         17
        7285        7278         22
        7285        7279         22
        7285        7281         22
        7285        7282         13
        7285        7284         38
        7285        7289         49
        7286        7042         64
        7286        7099         13
        7286        7101         22
        7286        7105         21
        7286        7106         13
        7286        7108         17
        7286        7112         94
        7286        7117         45
        7286        7118        102
        7286        7123         29
        7286        7124         33
        7286        7130         22
        7286        7134         22
        7286        7139         16
        7286        7140         32
        7286        7141        136
        7286        7145         26
        7286        7149          9
        7286        7152          9
        7286        7153         33
        7286        7155         34
        7286        7156         29
        7286        7161         16
        7286        7193         22
        7286        7195         32
